ID,CreditScore,DebtRatio,Assets,Age,NumberOfDependents,NumberOfOpenCreditLinesAndLoans,MonthlyIncome,NumberOfTimesPastDue,EmploymentLength,HomeOwnership,Education,MaritalStatus,YearsAtCurrentAddress,NoPaidPerc,Percent_paid,Deuda
2162,455,0.257135379383499,169021,85,medio,entre 5-15,6280,entre 5-15,mas de 20,Own,Masters,Widowed,mas de 20,0.24370924,0.75629076,43461.28
2163,743,0.040181944387686,58976,75,bajo,entre 5-15,9961,mas de 15,menos de 10,Rent,Masters,Widowed,menos de 10,0.0,1.0,2369.77
2164,427,0.7302881052912785,170656,24,alto,entre 5-15,19758,menos de 5,menos de 10,Mortgage,Masters,Widowed,entre 10-20,0.0,1.0,124628.05
2165,452,0.6324036737375354,145013,20,alto,entre 5-15,13472,mas de 15,entre 10-20,Own,High School,Single,entre 10-20,0.22762868,0.77237132,91706.75
2166,325,0.973737669036533,78480,76,alto,menos de 5,13207,entre 5-15,menos de 10,Mortgage,PhD,Widowed,entre 10-20,0.20059112,0.79940888,76418.93
2167,698,0.871234973791143,145527,39,alto,mas de 15,7116,entre 5-15,menos de 10,Mortgage,Masters,Widowed,menos de 10,0.0,1.0,126788.21
2168,723,0.7692833725160212,45513,69,bajo,mas de 15,2555,entre 5-15,entre 10-20,Mortgage,Masters,Married,entre 10-20,0.34565783,0.6543421700000001,35012.39
2169,478,0.7223403124316828,145130,38,alto,menos de 5,18143,entre 5-15,mas de 20,Rent,Bachelor,Married,mas de 20,0.28079286,0.71920714,104833.25
2170,649,0.4088173571657839,189226,62,bajo,entre 5-15,14394,entre 5-15,entre 10-20,Rent,Bachelor,Single,mas de 20,0.2609108,0.7390892,77358.87
2171,570,0.2128259163973573,120746,65,bajo,entre 5-15,10658,menos de 5,menos de 10,Own,PhD,Divorced,mas de 20,0.26008564,0.73991436,25697.88
2172,483,0.3001121960776584,112447,21,medio,mas de 15,1456,mas de 15,entre 10-20,Rent,PhD,Married,menos de 10,0.27167952,0.72832048,33746.72
2173,337,0.4919889499157399,121681,50,bajo,mas de 15,7196,entre 5-15,menos de 10,Own,Bachelor,Single,entre 10-20,0.29546878,0.70453122,59865.71
2174,618,0.313420243968742,25912,58,alto,entre 5-15,12480,menos de 5,menos de 10,Mortgage,Masters,Divorced,menos de 10,0.17998262,0.82001738,8121.35
2175,539,0.0748321606731531,198003,52,bajo,entre 5-15,16458,entre 5-15,mas de 20,Rent,High School,Widowed,entre 10-20,0.0,1.0,14816.99
2176,534,0.108807854620713,130273,72,alto,menos de 5,12945,menos de 5,mas de 20,Own,Masters,Married,mas de 20,0.26267463,0.73732537,14174.73
2177,573,0.7041734408088056,146129,87,bajo,entre 5-15,19753,entre 5-15,mas de 20,Rent,Masters,Divorced,mas de 20,0.26768205,0.73231795,102900.16
2178,669,0.8153233218833246,53457,49,bajo,entre 5-15,1514,menos de 5,entre 10-20,Own,Masters,Married,mas de 20,0.29012406,0.70987594,43584.74
2179,333,0.3825686954773732,120937,22,alto,entre 5-15,16741,entre 5-15,mas de 20,Rent,Bachelor,Divorced,menos de 10,0.18608142,0.81391858,46266.71
2180,540,0.0868496962951539,97803,84,medio,menos de 5,4045,mas de 15,menos de 10,Own,Masters,Divorced,mas de 20,0.23399064,0.76600936,8494.16
2181,497,0.3374909122165587,98365,75,medio,mas de 15,10070,mas de 15,mas de 20,Own,Bachelor,Married,entre 10-20,0.3373267,0.6626733,33197.29
2182,307,0.5824890033504858,165679,49,medio,entre 5-15,13887,mas de 15,entre 10-20,Mortgage,Bachelor,Married,mas de 20,0.3053872,0.6946128,96506.2
2183,798,0.2916396925570399,153394,59,medio,entre 5-15,5440,menos de 5,entre 10-20,Own,PhD,Single,menos de 10,0.2571467,0.7428532999999999,44735.78
2184,495,0.3459573632338585,164526,48,bajo,mas de 15,9983,entre 5-15,entre 10-20,Rent,High School,Divorced,entre 10-20,0.23192212,0.76807788,56918.98
2185,792,0.4886698495794475,165536,81,bajo,menos de 5,19196,menos de 5,mas de 20,Mortgage,Bachelor,Single,entre 10-20,0.30929986,0.69070014,80892.45
2186,608,0.3463581047310371,100555,53,alto,menos de 5,17700,entre 5-15,menos de 10,Mortgage,PhD,Single,menos de 10,0.2209055,0.7790945,34828.04
2187,835,0.0223849401418955,28675,40,alto,mas de 15,15421,menos de 5,menos de 10,Rent,High School,Married,entre 10-20,0.23713149,0.76286851,641.89
2188,469,0.1013655812020063,146462,24,bajo,menos de 5,10328,entre 5-15,menos de 10,Own,High School,Widowed,menos de 10,0.0,1.0,14846.21
2189,343,0.7209002798718641,49166,35,medio,entre 5-15,12532,menos de 5,mas de 20,Own,PhD,Divorced,menos de 10,0.2832386,0.7167614,35443.78
2190,508,0.9103104755762365,108744,69,bajo,entre 5-15,6972,entre 5-15,entre 10-20,Rent,Bachelor,Married,menos de 10,0.32614222,0.6738577800000001,98990.8
2191,411,0.4277475803547037,188001,36,bajo,mas de 15,15000,entre 5-15,mas de 20,Own,PhD,Widowed,mas de 20,0.23280805,0.76719195,80416.97
2192,334,0.8214133008903405,77433,33,medio,menos de 5,11513,mas de 15,entre 10-20,Own,Masters,Widowed,entre 10-20,0.22169118,0.77830882,63604.5
2193,764,0.7670748025127575,109339,42,medio,menos de 5,14553,menos de 5,entre 10-20,Rent,PhD,Single,menos de 10,0.28967026,0.7103297399999999,83871.19
2194,844,0.4593191505925738,60857,32,bajo,mas de 15,3963,entre 5-15,entre 10-20,Own,PhD,Single,menos de 10,0.28655264,0.71344736,27952.79
2195,644,0.8336198521287846,153423,19,medio,menos de 5,18795,entre 5-15,menos de 10,Own,Bachelor,Widowed,menos de 10,0.16483359,0.83516641,127896.46
2196,356,0.7768522087815241,79784,38,medio,entre 5-15,6730,entre 5-15,menos de 10,Rent,PhD,Married,mas de 20,0.27870637,0.72129363,61980.38
2197,729,0.0197290388920994,190188,20,bajo,menos de 5,8277,menos de 5,mas de 20,Rent,Bachelor,Widowed,menos de 10,0.15497683,0.8450231699999999,3752.23
2198,308,0.4251897573526557,198743,75,bajo,entre 5-15,3806,menos de 5,menos de 10,Own,Bachelor,Divorced,entre 10-20,0.28939602,0.71060398,84503.49
2199,819,0.8132071360476667,114198,62,bajo,mas de 15,9034,menos de 5,mas de 20,Own,PhD,Married,entre 10-20,0.3507655,0.6492344999999999,92866.63
2200,780,0.7194039630726826,136620,33,bajo,entre 5-15,3431,menos de 5,menos de 10,Own,Bachelor,Divorced,menos de 10,0.29259917,0.70740083,98284.97
2201,835,0.1881840428737713,96578,50,alto,entre 5-15,16199,menos de 5,entre 10-20,Mortgage,PhD,Single,menos de 10,0.20926273,0.7907372699999999,18174.44
2202,572,0.068747473418655,149588,20,bajo,entre 5-15,5110,entre 5-15,mas de 20,Rent,PhD,Married,entre 10-20,0.2705336,0.7294664,10283.8
2203,594,0.7534015184873738,118734,26,bajo,mas de 15,11230,menos de 5,menos de 10,Own,Bachelor,Divorced,mas de 20,0.32196692,0.6780330800000001,89454.38
2204,361,0.3316016597977287,57945,88,medio,mas de 15,1474,entre 5-15,mas de 20,Rent,PhD,Divorced,menos de 10,0.26853585,0.73146415,19214.66
2205,740,0.0861047582300188,50202,22,medio,mas de 15,1197,entre 5-15,entre 10-20,Mortgage,High School,Divorced,menos de 10,0.20392291,0.79607709,4322.63
2206,707,0.492144298735771,185086,50,bajo,mas de 15,2194,menos de 5,entre 10-20,Rent,High School,Single,menos de 10,0.2347803,0.7652197000000001,91089.02
2207,756,0.3678443311711254,108829,49,medio,entre 5-15,19802,mas de 15,menos de 10,Own,Masters,Divorced,menos de 10,0.21897754,0.78102246,40032.13
2208,344,0.3664491446553337,103803,45,alto,entre 5-15,6628,mas de 15,entre 10-20,Mortgage,Masters,Divorced,menos de 10,0.17652181,0.82347819,38038.52
2209,517,0.1255063722571917,30077,58,alto,menos de 5,14906,entre 5-15,entre 10-20,Own,PhD,Single,mas de 20,0.273657,0.726343,3774.86
2210,503,0.7318997135087375,172545,42,medio,entre 5-15,13081,entre 5-15,menos de 10,Mortgage,PhD,Single,mas de 20,0.26019567,0.73980433,126285.64
2211,610,0.6580121181070575,170960,81,medio,mas de 15,6459,entre 5-15,mas de 20,Mortgage,Bachelor,Divorced,entre 10-20,0.3146911,0.6853089,112493.75
2212,421,0.6610042813365826,130707,38,bajo,entre 5-15,12698,entre 5-15,mas de 20,Mortgage,PhD,Married,entre 10-20,0.29650435,0.70349565,86397.89
2213,519,0.2156781611752721,151898,35,bajo,entre 5-15,15063,entre 5-15,entre 10-20,Rent,PhD,Widowed,menos de 10,0.17314273,0.82685727,32761.08
2214,772,0.290787808314874,141238,51,bajo,entre 5-15,8421,entre 5-15,entre 10-20,Own,PhD,Single,mas de 20,0.27743518,0.72256482,41070.29
2215,532,0.604969861441492,143618,26,medio,entre 5-15,2392,mas de 15,menos de 10,Mortgage,Bachelor,Married,menos de 10,0.26922172,0.73077828,86884.56
2216,844,0.3560775060896413,36207,37,alto,entre 5-15,3690,menos de 5,entre 10-20,Rent,PhD,Divorced,menos de 10,0.26563355,0.73436645,12892.5
2217,714,0.5484708757133723,128041,86,medio,mas de 15,14029,entre 5-15,entre 10-20,Rent,High School,Widowed,mas de 20,0.18164413,0.81835587,70226.76
2218,378,0.7972998922882443,97221,49,bajo,entre 5-15,1161,entre 5-15,mas de 20,Mortgage,Bachelor,Widowed,menos de 10,0.29402155,0.7059784499999999,77514.29
2219,352,0.6423480856957552,187267,75,medio,entre 5-15,4815,mas de 15,menos de 10,Own,Bachelor,Widowed,entre 10-20,0.2818003,0.7181997,120290.6
2220,538,0.2779794421123941,33661,71,bajo,entre 5-15,12092,menos de 5,menos de 10,Rent,Masters,Married,entre 10-20,0.21094692,0.78905308,9357.07
2221,840,0.0362029647732394,34986,83,alto,menos de 5,14570,entre 5-15,mas de 20,Mortgage,PhD,Divorced,menos de 10,0.24450147,0.75549853,1266.6
2222,562,0.0140108386224834,44737,82,alto,entre 5-15,16038,menos de 5,entre 10-20,Rent,PhD,Married,menos de 10,0.280738,0.7192620000000001,626.8
2223,537,0.3213619378902399,79081,58,alto,entre 5-15,4408,entre 5-15,mas de 20,Rent,PhD,Married,entre 10-20,0.29360494,0.70639506,25413.62
2224,516,0.2331590070861193,22134,79,medio,menos de 5,5168,entre 5-15,menos de 10,Own,High School,Single,mas de 20,0.23916265,0.76083735,5160.74
2225,796,0.8134500869556365,123263,62,bajo,entre 5-15,10608,mas de 15,entre 10-20,Mortgage,Bachelor,Divorced,menos de 10,0.28100547,0.71899453,100268.3
2226,415,0.7115456402064,60884,52,medio,entre 5-15,19722,entre 5-15,menos de 10,Rent,High School,Widowed,menos de 10,0.20101139,0.79898861,43321.74
2227,562,0.4999681683594131,85594,25,bajo,entre 5-15,6109,entre 5-15,menos de 10,Mortgage,Masters,Married,entre 10-20,0.20786136,0.79213864,42794.28
2228,829,0.2589358484611063,181254,40,medio,entre 5-15,15738,entre 5-15,entre 10-20,Own,PhD,Married,mas de 20,0.29611224,0.70388776,46933.16
2229,499,0.9890880641752876,73720,25,alto,entre 5-15,15863,entre 5-15,mas de 20,Mortgage,PhD,Married,entre 10-20,0.24589652,0.7541034799999999,72915.57
2230,415,0.2363396862809678,97671,49,bajo,menos de 5,17983,mas de 15,menos de 10,Mortgage,Masters,Widowed,mas de 20,0.17997946,0.82002054,23083.53
2231,642,0.6990440830247163,33254,51,alto,menos de 5,15662,menos de 5,entre 10-20,Mortgage,Bachelor,Widowed,mas de 20,0.19042228,0.8095777200000001,23246.01
2232,548,0.0224892309620645,182748,32,alto,menos de 5,10907,menos de 5,entre 10-20,Own,PhD,Divorced,mas de 20,0.2239475,0.7760525,4109.86
2233,717,0.2992524638124817,77426,85,medio,menos de 5,10506,menos de 5,entre 10-20,Own,Masters,Single,menos de 10,0.2531457,0.7468543000000001,23169.92
2234,637,0.2121735814050633,123332,53,medio,menos de 5,19457,entre 5-15,mas de 20,Rent,PhD,Divorced,menos de 10,0.23524366,0.76475634,26167.79
2235,440,0.6645040030949524,35578,86,bajo,menos de 5,4738,entre 5-15,mas de 20,Own,High School,Widowed,mas de 20,0.21960177,0.78039823,23641.72
2236,761,0.6932400166083197,180688,27,alto,mas de 15,12498,entre 5-15,entre 10-20,Mortgage,High School,Single,mas de 20,0.2372286,0.7627714,125260.15
2237,558,0.7007871841429488,88470,38,medio,entre 5-15,8359,menos de 5,mas de 20,Mortgage,Bachelor,Single,menos de 10,0.25876483,0.7412351699999999,61998.64
2238,828,0.5704663550048801,29896,74,medio,entre 5-15,18893,entre 5-15,entre 10-20,Rent,Bachelor,Divorced,menos de 10,0.26913607,0.7308639299999999,17054.66
2239,687,0.539743695657023,190852,28,bajo,entre 5-15,9946,mas de 15,mas de 20,Rent,Bachelor,Married,mas de 20,0.30901083,0.6909891699999999,103011.16
2240,761,0.6551985460512627,163166,55,bajo,mas de 15,5489,entre 5-15,entre 10-20,Rent,Bachelor,Married,entre 10-20,0.3047102,0.6952898000000001,106906.13
2241,802,0.7278551072090188,187793,46,medio,mas de 15,7447,entre 5-15,menos de 10,Own,Masters,Single,entre 10-20,0.22696556,0.77303444,136686.09
2242,366,0.9432091594316532,135412,89,bajo,mas de 15,5664,entre 5-15,mas de 20,Own,Masters,Divorced,menos de 10,0.33334818,0.66665182,127721.84
2243,475,0.6019842537468735,37609,64,bajo,entre 5-15,1373,entre 5-15,mas de 20,Rent,PhD,Single,entre 10-20,0.30360696,0.69639304,22640.03
2244,796,0.0688377329893401,185542,89,bajo,entre 5-15,3714,entre 5-15,mas de 20,Mortgage,High School,Divorced,menos de 10,0.20584087,0.7941591299999999,12772.29
2245,551,0.0845523942591175,193177,31,bajo,mas de 15,17184,entre 5-15,menos de 10,Mortgage,Bachelor,Widowed,menos de 10,0.18040478,0.8195952200000001,16333.58
2246,821,0.6587464867874672,50748,77,bajo,menos de 5,19555,menos de 5,mas de 20,Mortgage,PhD,Married,mas de 20,0.3247594,0.6752406,33430.07
2247,743,0.8483744503508661,131847,24,medio,mas de 15,4622,mas de 15,menos de 10,Own,Masters,Single,mas de 20,0.23835693,0.76164307,111855.63
2248,604,0.7754491977219163,77462,57,medio,entre 5-15,5773,entre 5-15,entre 10-20,Rent,High School,Widowed,menos de 10,0.18919154,0.8108084600000001,60067.85
2249,482,0.3594921958543179,189616,31,alto,menos de 5,3705,entre 5-15,menos de 10,Mortgage,Bachelor,Divorced,entre 10-20,0.18981917,0.81018083,68165.47
2250,738,0.8897108892886073,26029,34,alto,entre 5-15,6164,menos de 5,menos de 10,Rent,PhD,Single,mas de 20,0.31211933,0.68788067,23158.28
2251,530,0.1648232576259661,135319,51,alto,entre 5-15,10623,entre 5-15,entre 10-20,Mortgage,PhD,Divorced,entre 10-20,0.17999583,0.82000417,22303.72
2252,368,0.049732465026962,83663,54,bajo,menos de 5,16178,menos de 5,entre 10-20,Own,Masters,Divorced,mas de 20,0.20390232,0.79609768,4160.77
2253,809,0.4812142219963004,183510,28,medio,menos de 5,5038,menos de 5,entre 10-20,Rent,High School,Divorced,mas de 20,0.23583199,0.76416801,88307.62
2254,370,0.2390339836263394,123707,80,bajo,menos de 5,7328,menos de 5,menos de 10,Rent,Masters,Married,mas de 20,0.18940726,0.81059274,29570.18
2255,304,0.3168016655489973,133478,33,medio,menos de 5,18932,entre 5-15,entre 10-20,Rent,Masters,Widowed,entre 10-20,0.0,1.0,42286.05
2256,300,0.2935239495923338,158200,66,alto,entre 5-15,15990,menos de 5,menos de 10,Mortgage,Masters,Divorced,mas de 20,0.18419407,0.81580593,46435.49
2257,652,0.3098339263721561,45921,22,bajo,mas de 15,2749,menos de 5,mas de 20,Own,High School,Divorced,mas de 20,0.27390513,0.7260948700000001,14227.88
2258,450,0.4938968307717437,30442,45,bajo,entre 5-15,14208,entre 5-15,entre 10-20,Mortgage,High School,Single,menos de 10,0.27390936,0.72609064,15035.21
2259,599,0.0200965318117612,103378,56,alto,entre 5-15,16593,menos de 5,menos de 10,Rent,Masters,Widowed,mas de 20,0.0,1.0,2077.54
2260,826,0.2042109975464188,189471,31,medio,entre 5-15,1321,mas de 15,entre 10-20,Rent,High School,Married,mas de 20,0.2323876,0.7676124,38692.06
2261,358,0.6587738875147642,194606,26,alto,entre 5-15,11166,menos de 5,entre 10-20,Mortgage,PhD,Widowed,mas de 20,0.22182153,0.7781784700000001,128201.35
2262,305,0.8062783643678999,191924,85,alto,menos de 5,11101,menos de 5,menos de 10,Rent,PhD,Married,menos de 10,0.20181838,0.79818162,154744.17
2263,349,0.963935061014806,52586,76,alto,menos de 5,11224,mas de 15,entre 10-20,Own,Masters,Married,mas de 20,0.29632625,0.70367375,50689.49
2264,308,0.2261388813040508,51916,49,medio,menos de 5,13037,menos de 5,menos de 10,Mortgage,PhD,Single,mas de 20,0.2445855,0.7554145,11740.23
2265,824,0.903601282386582,74897,23,bajo,mas de 15,17704,entre 5-15,entre 10-20,Rent,Masters,Single,mas de 20,0.256266,0.743734,67677.03
2266,472,0.130179296072287,145951,48,bajo,entre 5-15,17808,mas de 15,mas de 20,Own,Masters,Widowed,mas de 20,0.20587508,0.79412492,18999.8
2267,663,0.9788205500668392,126009,85,alto,entre 5-15,1242,entre 5-15,menos de 10,Mortgage,Bachelor,Single,menos de 10,0.29058388,0.70941612,123340.2
2268,703,0.0076799267420636,67169,53,bajo,entre 5-15,9243,entre 5-15,entre 10-20,Rent,Masters,Single,entre 10-20,0.20091668,0.79908332,515.85
2269,746,0.5699232260483484,192663,52,medio,mas de 15,4464,menos de 5,menos de 10,Rent,Masters,Single,mas de 20,0.2025483,0.7974517,109803.12
2270,680,0.1160563565935144,163297,25,medio,mas de 15,6178,mas de 15,menos de 10,Rent,Masters,Single,mas de 20,0.17366402,0.82633598,18951.65
2271,396,0.2424174318390188,92973,24,alto,mas de 15,8048,menos de 5,entre 10-20,Mortgage,Masters,Married,menos de 10,0.17311251,0.8268874900000001,22538.28
2272,683,0.0468279814453651,176926,39,medio,entre 5-15,5620,menos de 5,mas de 20,Rent,PhD,Single,entre 10-20,0.22785206,0.77214794,8285.09
2273,395,0.4582926701045726,154585,38,alto,entre 5-15,14110,entre 5-15,mas de 20,Own,High School,Divorced,menos de 10,0.1995093,0.8004907,70845.17
2274,659,0.6033714587063971,144348,42,alto,entre 5-15,10407,mas de 15,mas de 20,Mortgage,PhD,Single,entre 10-20,0.23365267,0.76634733,87095.46
2275,305,0.3760954619394545,143846,25,bajo,entre 5-15,7597,entre 5-15,menos de 10,Rent,PhD,Single,entre 10-20,0.26040247,0.73959753,54099.83
2276,540,0.2140805153551893,46657,50,medio,menos de 5,4342,mas de 15,menos de 10,Own,PhD,Single,menos de 10,0.26851633,0.73148367,9988.35
2277,316,0.303521295508778,25276,86,alto,mas de 15,10879,entre 5-15,entre 10-20,Own,PhD,Married,menos de 10,0.32844537,0.6715546299999999,7671.8
2278,775,0.7231636221529767,121690,82,bajo,menos de 5,19834,entre 5-15,mas de 20,Rent,Bachelor,Widowed,menos de 10,0.22588316,0.77411684,88001.78
2279,429,0.7868384012765753,134298,78,medio,menos de 5,1243,entre 5-15,menos de 10,Own,Masters,Single,mas de 20,0.27417657,0.7258234299999999,105670.82
2280,421,0.172019050102567,28340,50,alto,mas de 15,2824,entre 5-15,menos de 10,Rent,PhD,Single,entre 10-20,0.26942396,0.73057604,4875.02
2281,335,0.3217742275369692,55202,47,alto,entre 5-15,8546,entre 5-15,menos de 10,Own,Masters,Widowed,mas de 20,0.15340069,0.84659931,17762.58
2282,552,0.8164787247730543,98088,36,alto,menos de 5,14608,entre 5-15,menos de 10,Rent,PhD,Married,menos de 10,0.26687306,0.73312694,80086.77
2283,369,0.1805865965191215,116977,61,bajo,entre 5-15,3209,entre 5-15,mas de 20,Rent,Masters,Divorced,mas de 20,0.206897,0.793103,21124.48
2284,334,0.124052567483076,74097,30,bajo,entre 5-15,3503,entre 5-15,menos de 10,Mortgage,Masters,Widowed,mas de 20,0.15561092,0.84438908,9191.92
2285,339,0.1300851006568569,37255,21,alto,menos de 5,9099,menos de 5,entre 10-20,Rent,High School,Single,menos de 10,0.19449508,0.80550492,4846.32
2286,665,0.5199293256252854,29444,35,bajo,entre 5-15,17773,entre 5-15,menos de 10,Rent,Bachelor,Divorced,entre 10-20,0.26492828,0.73507172,15308.8
2287,506,0.6029598110130997,27225,23,bajo,entre 5-15,3996,entre 5-15,entre 10-20,Mortgage,PhD,Single,menos de 10,0.2632144,0.7367855999999999,16415.58
2288,795,0.2751000399166847,179882,53,medio,menos de 5,14209,entre 5-15,entre 10-20,Rent,PhD,Single,mas de 20,0.2406459,0.7593541,49485.55
2289,725,0.6469564614202428,80734,67,bajo,entre 5-15,5586,entre 5-15,menos de 10,Mortgage,Masters,Married,menos de 10,0.29083607,0.70916393,52231.38
2290,726,0.3087970726459944,153851,60,alto,mas de 15,2765,menos de 5,mas de 20,Rent,PhD,Married,entre 10-20,0.31536958,0.68463042,47508.74
2291,546,0.7543835472025074,166784,68,medio,mas de 15,16849,mas de 15,mas de 20,Own,Masters,Widowed,entre 10-20,0.23288082,0.76711918,125819.11
2292,648,0.6877964350548542,71626,48,bajo,entre 5-15,1089,entre 5-15,entre 10-20,Rent,Masters,Divorced,entre 10-20,0.23269452,0.76730548,49264.11
2293,649,0.2289204334448705,79325,64,medio,entre 5-15,13597,entre 5-15,menos de 10,Mortgage,PhD,Single,entre 10-20,0.25793537,0.74206463,18159.11
2294,547,0.8990678177564205,181307,89,medio,entre 5-15,6766,entre 5-15,entre 10-20,Mortgage,PhD,Single,menos de 10,0.2722203,0.7277796999999999,163007.29
2295,824,0.3049255663185178,199211,72,medio,menos de 5,1764,mas de 15,menos de 10,Rent,Bachelor,Divorced,menos de 10,0.22350028,0.77649972,60744.53
2296,804,0.5468937845133731,133918,50,alto,entre 5-15,10646,entre 5-15,entre 10-20,Rent,High School,Single,mas de 20,0.23575822,0.76424178,73238.92
2297,427,0.7275413410613799,145670,35,alto,entre 5-15,3473,mas de 15,entre 10-20,Own,Bachelor,Widowed,entre 10-20,0.2539117,0.7460883,105980.95
2298,436,0.1557390515531751,161835,58,medio,menos de 5,14847,entre 5-15,entre 10-20,Rent,Masters,Widowed,entre 10-20,0.0,1.0,25204.03
2299,606,0.3401899398898085,52429,18,medio,entre 5-15,7747,menos de 5,mas de 20,Mortgage,Masters,Widowed,mas de 20,0.0,1.0,17835.82
2300,391,0.2589473953532309,180589,31,medio,menos de 5,8604,menos de 5,entre 10-20,Rent,Bachelor,Widowed,mas de 20,0.17972726,0.8202727400000001,46763.05
2301,751,0.7559864468312069,56510,71,medio,menos de 5,4647,menos de 5,menos de 10,Own,Masters,Married,mas de 20,0.27668393,0.72331607,42720.79
2302,724,0.378614350210526,41382,58,bajo,menos de 5,12932,menos de 5,menos de 10,Own,Masters,Divorced,menos de 10,0.21147548,0.78852452,15667.82
2303,665,0.9196134240690504,23602,72,medio,entre 5-15,11494,mas de 15,menos de 10,Rent,PhD,Single,menos de 10,0.33545786,0.66454214,21704.72
2304,817,0.3267432076973937,86925,18,alto,mas de 15,10928,entre 5-15,mas de 20,Own,Bachelor,Married,entre 10-20,0.29309782,0.7069021799999999,28402.15
2305,393,0.9804164888960244,35283,27,alto,entre 5-15,8610,entre 5-15,mas de 20,Mortgage,Bachelor,Widowed,mas de 20,0.24975961,0.75024039,34592.03
2306,386,0.7657217775463221,92513,87,medio,menos de 5,17485,menos de 5,entre 10-20,Own,Bachelor,Single,entre 10-20,0.3274808,0.6725192,70839.22
2307,651,0.7589173919333791,174830,34,bajo,entre 5-15,7449,mas de 15,menos de 10,Rent,Masters,Widowed,entre 10-20,0.16398893,0.83601107,132681.53
2308,754,0.3111145629788511,117653,43,bajo,mas de 15,8897,entre 5-15,entre 10-20,Rent,Masters,Divorced,menos de 10,0.17203209,0.82796791,36603.56
2309,754,0.5791047931272553,49710,30,medio,mas de 15,11591,menos de 5,menos de 10,Rent,High School,Widowed,mas de 20,0.16653238,0.83346762,28787.3
2310,433,0.904144801450042,143036,24,medio,menos de 5,5356,menos de 5,menos de 10,Mortgage,PhD,Divorced,mas de 20,0.22333907,0.77666093,129325.26
2311,345,0.8250717758161625,72629,70,bajo,entre 5-15,11251,menos de 5,menos de 10,Rent,Bachelor,Married,menos de 10,0.30682126,0.69317874,59924.14
2312,724,0.3053884891730216,196736,53,medio,entre 5-15,7275,menos de 5,mas de 20,Own,High School,Divorced,mas de 20,0.25440615,0.74559385,60080.91
2313,532,0.0809214931465083,182411,63,alto,entre 5-15,17385,entre 5-15,menos de 10,Rent,High School,Single,menos de 10,0.18511045,0.81488955,14760.97
2314,488,0.5442063653515502,92684,28,bajo,entre 5-15,12654,entre 5-15,entre 10-20,Mortgage,PhD,Divorced,mas de 20,0.23984925,0.76015075,50439.22
2315,683,0.2600376685537523,162853,66,medio,mas de 15,11933,entre 5-15,entre 10-20,Own,High School,Married,menos de 10,0.26154825,0.7384517500000001,42347.91
2316,415,0.4146300237509716,21424,19,bajo,entre 5-15,7028,menos de 5,menos de 10,Mortgage,Masters,Married,entre 10-20,0.23171401,0.76828599,8883.03
2317,620,0.1556424993403854,58303,82,medio,menos de 5,7342,entre 5-15,entre 10-20,Own,Masters,Married,entre 10-20,0.29418448,0.70581552,9074.42
2318,828,0.4164136757215706,167312,62,alto,mas de 15,18007,mas de 15,menos de 10,Own,Masters,Divorced,menos de 10,0.20290346,0.79709654,69671.0
2319,659,0.6159793569730183,175282,45,medio,menos de 5,17481,mas de 15,menos de 10,Mortgage,High School,Single,entre 10-20,0.20712112,0.79287888,107970.09
2320,617,0.8948163720945436,68841,21,alto,entre 5-15,3435,menos de 5,entre 10-20,Own,Bachelor,Widowed,entre 10-20,0.24476324,0.7552367600000001,61600.05
2321,551,0.5044504024553049,163083,21,alto,menos de 5,12211,entre 5-15,mas de 20,Mortgage,Masters,Single,mas de 20,0.17529604,0.82470396,82267.28
2322,721,0.2692555937032117,148899,19,medio,menos de 5,16589,entre 5-15,entre 10-20,Mortgage,PhD,Single,entre 10-20,0.2224337,0.7775662999999999,40091.89
2323,600,0.0529120326569673,61070,26,medio,mas de 15,10293,mas de 15,mas de 20,Own,High School,Married,entre 10-20,0.22353105,0.7764689499999999,3231.34
2324,722,0.9318077348983898,147577,67,bajo,entre 5-15,6359,entre 5-15,mas de 20,Own,Masters,Widowed,menos de 10,0.29044145,0.70955855,137513.39
2325,307,0.720814488123943,195901,27,alto,menos de 5,9805,entre 5-15,mas de 20,Own,High School,Widowed,entre 10-20,0.23693454,0.76306546,141208.28
2326,513,0.9833246424894968,77442,61,medio,mas de 15,8426,menos de 5,entre 10-20,Own,PhD,Married,menos de 10,0.34687802,0.65312198,76150.63
2327,431,0.9352034891571476,121653,84,bajo,mas de 15,8377,entre 5-15,mas de 20,Own,High School,Widowed,menos de 10,0.30642885,0.69357115,113770.31
2328,356,0.6765926714168623,143235,77,medio,menos de 5,4429,menos de 5,mas de 20,Mortgage,Masters,Widowed,menos de 10,0.24826622,0.75173378,96911.75
2329,696,0.2143475453860556,132571,71,medio,entre 5-15,6743,menos de 5,mas de 20,Rent,PhD,Married,entre 10-20,0.28835183,0.71164817,28416.27
2330,641,0.2292383451949365,147184,51,bajo,mas de 15,18333,menos de 5,menos de 10,Own,PhD,Widowed,menos de 10,0.17436051,0.82563949,33740.22
2331,326,0.8100774850170083,199590,45,alto,mas de 15,6374,entre 5-15,entre 10-20,Mortgage,High School,Single,entre 10-20,0.2826118,0.7173882,161683.37
2332,790,0.6130854293459328,189700,22,alto,menos de 5,19802,entre 5-15,menos de 10,Own,High School,Divorced,entre 10-20,0.16170375,0.83829625,116302.31
